City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
478,Pyaozerskiy,65.8333,31.1667,11.86,96,100,6.82,RU,overcast clouds
479,Caetite,-14.0694,-42.475,86.83,35,87,9.66,BR,overcast clouds
480,Gornyak,50.9942,81.4661,8.26,90,0,3.6,RU,clear sky
481,Novoblagodarnoye,44.1433,42.875,39.2,81,75,15.66,RU,broken clouds
482,Prado,-17.3411,-39.2208,83.17,59,1,9.53,BR,clear sky
483,Lokosovo,61.1333,74.8167,-19.37,86,100,13.47,RU,overcast clouds
484,Warmbad,-28.45,18.7333,92.03,8,0,16.13,NA,clear sky
485,Gazli,40.1333,63.45,52.25,42,94,11.16,UZ,overcast clouds
486,Semme,46.1963,1.5007,48.0,93,90,13.8,FR,mist
487,Bankura,23.25,87.0667,57.92,34,0,7.99,IN,clear sky
488,Cochrane,51.1834,-114.4687,18.0,85,90,4.61,CA,overcast clouds
489,Anloga,5.7947,0.8973,87.8,70,20,10.36,GH,few clouds
490,Esna,25.2934,32.554,66.2,32,0,7.56,EG,clear sky
491,Iralaya,15.0,-83.2333,82.4,74,75,5.75,HN,broken clouds
492,Senanga,-16.1167,23.2667,76.24,72,50,1.14,ZM,light rain
493,Santa+Vitoria+Do+Palmar,-33.5189,-53.3681,84.43,52,17,11.79,BR,few clouds
494,Benjamin+Aceval,-24.9667,-57.5667,89.6,62,75,17.27,PY,broken clouds
495,Cockburn+Town,21.4612,-71.1419,72.36,66,39,17.47,TC,scattered clouds
496,Port+Shepstone,-30.7414,30.455,76.41,84,1,7.31,ZA,clear sky
497,Bereda,43.2686,-7.5406,46.99,96,88,8.01,ES,overcast clouds
498,Borsa,47.6553,24.6633,36.0,83,100,11.01,RO,overcast clouds
499,Otacilio+Costa,-27.4831,-50.1219,72.54,94,100,3.0,BR,overcast clouds
500,Znamenka,52.4167,41.4311,22.84,97,91,9.44,RU,light snow
501,Salinopolis,-0.6136,-47.3561,81.09,85,95,13.24,BR,moderate rain
502,Loten,60.8171,11.3376,12.85,93,1,2.08,NO,clear sky
503,Uravakonda,14.95,77.2667,74.21,47,59,12.37,IN,broken clouds
504,Calbuco,-41.768,-73.1273,66.2,55,0,11.5,CL,clear sky
505,Culebra,18.303,-65.301,82.4,65,75,14.97,PR,broken clouds
506,Pueblo+Nuevo,23.3833,-105.3833,68.9,34,0,3.78,MX,clear sky
507,Visby,57.6409,18.296,27.0,86,90,14.97,SE,overcast clouds
508,San+Joaquin,37.9333,-121.3011,46.4,76,90,3.44,US,overcast clouds
509,Baloda+Bazar,21.6667,82.1667,59.7,28,0,6.35,IN,clear sky
510,Agadez,19.75,10.25,60.93,28,0,1.74,NE,clear sky
511,Salamiyah,35.0113,37.0532,50.11,65,98,12.82,SY,overcast clouds
512,Iskateley,67.6803,53.1512,2.32,93,100,14.54,RU,light snow
513,Tessalit,20.1986,1.0114,80.08,13,83,5.37,ML,broken clouds
514,Villacidro,39.4578,8.7406,60.01,88,40,8.05,IT,scattered clouds
515,Izhma,65.0083,53.9113,1.63,91,99,11.01,RU,overcast clouds
516,Upington,-28.4478,21.2561,89.6,12,20,8.05,ZA,few clouds
517,Omboue,-1.5746,9.2618,79.77,81,55,8.05,GA,moderate rain
518,Khvoynaya,58.9,34.5333,24.15,98,100,6.62,RU,light snow
519,Mahenge,-8.6833,36.7167,66.29,100,60,1.7,TZ,broken clouds
520,Bayan,46.0833,127.4,-22.5,86,0,1.92,CN,clear sky
521,Kedrovoye,57.1576,60.5698,12.2,92,75,1.72,RU,light snow
522,Mayor+Pablo+Lagerenza,-19.9309,-60.7718,98.38,34,36,21.03,PY,scattered clouds
523,Zyryanskoye,56.8306,86.6258,-28.37,84,0,3.06,RU,clear sky
524,Bondoukou,8.0333,-2.8,96.8,20,3,3.31,CI,clear sky
525,Raga,8.4596,25.678,79.66,17,37,5.44,SS,scattered clouds
526,Dothan,31.2232,-85.3905,59.0,47,1,11.5,US,clear sky
527,Karasburg,-28.0167,18.75,89.4,10,0,17.22,NA,clear sky
528,Dolores,-36.3132,-57.6792,70.52,46,100,14.12,AR,light rain
529,Ararangua,-28.9347,-49.4858,85.86,64,100,9.42,BR,overcast clouds
530,Safaga,26.7292,33.9365,66.2,39,0,1.01,EG,clear sky
531,Vallenar,-28.5708,-70.7581,89.08,18,0,11.68,CL,clear sky
532,Minab,27.1467,57.0801,71.6,64,40,4.61,IR,scattered clouds
533,Atakpame,7.5333,1.1333,95.76,22,0,1.83,TG,clear sky
534,Marevo,57.3146,32.0804,25.2,95,100,10.07,RU,snow
535,Beisfjord,68.3751,17.5988,6.8,85,48,3.44,NO,scattered clouds
536,Mount+Abu,24.6,72.7,47.25,46,0,4.36,IN,clear sky
537,Zarya,55.7553,38.0958,28.4,74,75,11.18,RU,snow
538,Mannargudi,10.6667,79.4333,72.66,87,0,6.96,IN,clear sky
539,Tazmalt,36.3868,4.3989,60.64,65,62,10.83,DZ,broken clouds
540,Formosa,-26.1775,-58.1781,91.4,58,40,13.8,AR,scattered clouds
541,Dunkwa,5.9656,-1.78,89.55,52,59,3.36,GH,broken clouds
542,Buraydah,26.326,43.975,57.2,54,0,4.61,SA,clear sky
543,Calatayud,41.3535,-1.6432,57.2,41,33,21.85,ES,scattered clouds
544,Puerto+Ayacucho,5.6639,-67.6236,92.1,42,8,6.02,VE,clear sky
545,Matay,28.419,30.7792,55.38,39,0,6.44,EG,clear sky
546,Makat,47.6469,53.3463,27.81,97,95,8.21,KZ,overcast clouds
547,Contamana,-7.3333,-75.0167,75.43,95,96,2.51,PE,overcast clouds
548,Sfantu+Gheorghe,45.8667,25.7833,37.99,90,76,10.63,RO,broken clouds
549,Bulri,24.8667,68.3333,61.12,53,0,8.81,PK,clear sky
550,Knysna,-34.0363,23.0471,69.8,68,20,9.22,ZA,few clouds
551,Maputo,-25.9653,32.5892,86.0,78,40,13.8,MZ,scattered clouds
552,Kavadarci,41.4331,22.0119,50.0,70,0,2.3,MK,clear sky
553,Nantucket,41.2835,-70.0995,19.4,68,20,14.97,US,few clouds
554,Merritt+Island,28.5392,-80.672,71.6,46,75,6.91,US,broken clouds
555,Lappeenranta,61.0587,28.1887,24.8,93,40,6.91,FI,light snow
556,Semnan,35.5729,53.3971,45.75,53,100,5.84,IR,overcast clouds
557,Gao,16.6362,1.637,84.16,12,1,7.65,ML,clear sky
558,Gambela,8.25,34.5833,84.85,31,32,2.19,ET,scattered clouds
559,Sao+Borja,-28.6606,-56.0044,88.83,59,52,11.52,BR,broken clouds
560,Mandra,38.0667,23.5,59.0,62,20,13.65,GR,few clouds
561,Ouango,4.3133,22.5552,86.02,20,15,2.77,CF,few clouds
562,Bandundu,-3.3167,17.3667,77.38,83,99,3.98,CD,overcast clouds
563,Kotaparh,19.15,82.35,66.65,43,40,6.98,IN,scattered clouds
564,Teguise,29.0605,-13.564,68.0,64,20,17.27,ES,few clouds
565,Susangerd,31.5608,48.1831,59.0,44,0,6.91,IR,clear sky
566,Woodstock,43.1334,-80.7497,24.8,63,93,3.44,CA,overcast clouds
567,Bogdanci,41.2031,22.5756,53.01,68,1,1.01,MK,clear sky
568,Saint-Georges,12.0564,-61.7485,84.2,61,20,18.41,GD,few clouds
569,El+Carmen,8.5106,-73.4478,85.8,35,58,2.8,CO,broken clouds
570,Marmora,44.4583,7.094,44.6,76,75,4.61,IT,broken clouds
571,Aden,12.7794,45.0367,75.45,69,0,8.61,YE,clear sky
572,Ferrol,43.4832,-8.2369,54.0,67,99,18.01,ES,light rain
573,Keti+Bandar,24.1447,67.4497,66.43,64,0,9.4,PK,clear sky
574,Rameswaram,9.2833,79.3,79.5,81,1,19.13,IN,clear sky
575,Disna,55.568,28.1971,24.58,97,98,10.02,BY,overcast clouds
576,Constitucion,-35.3333,-72.4167,63.54,88,90,2.21,CL,overcast clouds
577,Mairena+Del+Alcor,37.373,-5.7495,64.0,51,0,18.41,ES,clear sky
578,Zhezkazgan,47.8043,67.7144,18.19,95,100,8.93,KZ,overcast clouds
579,Dahra,36.2546,0.8519,64.4,55,40,23.02,DZ,scattered clouds
580,Sidi+Ali,36.0998,0.4206,58.33,87,92,24.27,DZ,overcast clouds
581,Kidal,18.4411,1.4078,81.23,13,43,4.74,ML,scattered clouds
582,Seversk,56.6006,84.8864,-22.0,75,0,2.24,RU,clear sky
583,Sirnak,37.5228,42.4594,26.85,98,93,3.11,TR,overcast clouds
584,Thompson,55.7435,-97.8558,12.2,85,90,3.06,CA,light snow
585,Morozovsk,48.3539,41.8261,35.2,86,96,9.42,RU,overcast clouds
586,Glace+Bay,46.1969,-59.957,30.2,59,75,17.27,CA,broken clouds
587,Puerto+Baquerizo+Moreno,-0.9,-89.6,84.2,74,40,10.36,EC,scattered clouds
588,Abha,18.2164,42.5053,60.8,63,0,4.61,SA,clear sky
589,Aracatuba,-21.2089,-50.4328,88.38,54,21,5.99,BR,few clouds
590,Altamira,-3.2033,-52.2064,87.8,66,75,4.61,BR,broken clouds
591,Olavarria,-36.8927,-60.3225,74.05,30,100,13.27,AR,overcast clouds
592,Kuytun,54.3419,101.5036,-20.31,85,100,14.36,RU,overcast clouds
593,Mocuba,-16.8392,36.9856,76.39,94,100,5.44,MZ,light rain
594,Gap,44.6667,6.0,36.0,88,100,7.99,FR,overcast clouds
595,Barwani,22.0333,74.9,67.37,26,0,4.21,IN,clear sky
596,San-Pedro,4.7485,-6.6363,81.09,82,59,9.35,CI,light rain
597,Oriximina,-1.7656,-55.8661,88.32,60,12,5.55,BR,light rain
598,Cauquenes,-35.9671,-72.3225,62.74,89,98,5.99,CL,overcast clouds
599,Bosaso,11.2842,49.1816,73.67,73,0,6.31,SO,clear sky
600,Parana,-31.732,-60.5238,75.0,74,100,5.01,AR,light rain
601,Wageningen,51.9667,5.6667,35.01,86,90,13.8,NL,overcast clouds
602,Kedrovyy,56.1667,91.8167,-29.2,75,0,2.24,RU,clear sky
603,Zaysan,47.4667,84.8667,-0.78,86,74,2.17,KZ,broken clouds
604,Arkadak,51.9326,43.4978,22.06,97,79,7.76,RU,broken clouds
605,Albanel,48.8832,-72.4487,1.4,66,0,10.36,CA,clear sky
606,San+Matias,-16.3667,-58.4,91.51,48,52,10.33,BO,broken clouds
607,Zbarazh,49.6636,25.7762,34.79,92,94,15.66,UA,light snow
608,Sisimiut,66.9395,-53.6735,8.51,92,76,8.19,GL,broken clouds
609,Taybad,34.74,60.7756,56.91,32,100,11.1,IR,overcast clouds
610,Clacton-On-Sea,51.7897,1.156,39.99,82,100,7.0,GB,light rain
611,Adre,13.4667,22.2,75.02,19,0,9.35,TD,clear sky
612,Alghero,40.5589,8.3181,57.2,94,40,17.27,IT,scattered clouds
613,Portoferraio,42.8115,10.3146,57.0,87,90,13.8,IT,fog
614,Melilla,35.2937,-2.9383,66.2,100,0,19.57,ES,clear sky
615,Alice+Town,25.7167,-79.3,67.71,62,71,14.0,BS,broken clouds
616,Aksu,41.1231,80.2644,21.54,79,0,1.59,CN,clear sky
617,Grand-Lahou,5.1367,-5.0242,83.03,75,42,8.48,CI,light rain
618,Nortelandia,-14.4547,-56.8028,86.16,66,46,5.95,BR,scattered clouds
619,Rioja,-29.4111,-66.8507,78.76,49,96,8.79,AR,overcast clouds
620,Bowling+Green,36.9903,-86.4436,46.99,45,90,8.05,US,overcast clouds
621,Yayva,59.3303,57.2641,8.01,61,99,3.0,RU,overcast clouds
622,Makokou,0.5738,12.8642,75.97,85,99,3.42,GA,moderate rain
623,Cafarnaum,-11.6936,-41.4683,91.6,27,0,9.6,BR,clear sky
624,Bonthe,7.5264,-12.505,84.88,64,23,12.28,SL,few clouds
625,Setermoen,68.861,18.3486,-4.0,84,85,5.53,NO,overcast clouds
626,Turinskaya+Sloboda,57.6232,64.3858,17.44,97,100,6.93,RU,overcast clouds
627,Potoru,7.5072,-11.4786,93.04,36,60,6.08,SL,broken clouds
628,Pedana,16.2667,81.1667,77.0,73,40,3.44,IN,mist
629,Chapais,49.7834,-74.8492,-2.2,71,90,5.75,CA,light snow
630,Mwene-Ditu,-7.0,23.45,72.66,77,95,1.25,CD,overcast clouds
631,Chisinau,47.0056,28.8575,37.4,87,0,6.91,MD,clear sky
632,Yining,29.0361,114.5636,46.54,73,89,0.36,CN,overcast clouds
633,Khudumelapye,-23.8833,24.75,77.65,67,80,3.22,BW,moderate rain
634,Kuvandyk,51.4781,57.3552,14.95,96,67,1.74,RU,broken clouds
635,Umm+Lajj,25.0213,37.2685,69.31,52,0,17.56,SA,clear sky
636,Lahij,13.1667,44.5833,70.29,69,4,5.53,YE,clear sky
637,Sagua+De+Tanamo,20.5819,-75.2414,74.71,61,51,11.52,CU,broken clouds
638,Thinadhoo,0.5333,72.9333,82.02,78,100,16.26,MV,overcast clouds
639,Crotone,39.0851,17.1178,55.4,71,0,11.5,IT,clear sky
640,Plyussa,58.4308,29.3654,22.44,98,95,5.14,RU,overcast clouds
641,Sasso+Marconi,44.3995,11.2495,46.0,87,20,6.91,IT,few clouds
642,Takoradi,4.8845,-1.7554,83.17,73,6,10.13,GH,light rain
643,Belmonte,-15.8631,-38.8828,84.2,83,75,9.22,BR,broken clouds
644,Manta,-0.95,-80.7333,77.0,94,90,3.44,EC,light rain
645,Akdepe,42.0551,59.3788,44.6,53,98,6.91,TM,haze
646,Seydi,39.4816,62.9137,51.71,43,75,5.95,TM,broken clouds
647,San+Miguel+De+Cauri,-10.1,-76.5833,49.77,74,98,5.44,PE,overcast clouds
648,Bulungu,-4.55,18.6,77.05,86,100,5.35,CD,light rain
649,Abnub,27.2696,31.1511,62.6,45,0,4.61,EG,clear sky
650,Ardrishaig,56.0157,-5.4481,39.2,75,20,17.27,GB,few clouds
651,The+Valley,18.217,-63.0578,82.4,69,40,9.22,AI,scattered clouds
652,Pindiga,9.9833,10.9333,84.2,17,7,5.75,NG,haze
653,Petrolina,-9.3986,-40.5008,87.8,48,75,11.5,BR,broken clouds
654,Riviere-Du-Loup,47.8304,-69.5342,8.6,61,100,6.91,CA,overcast clouds
655,Amalapuram,16.5833,82.0167,77.0,78,72,4.61,IN,mist
656,Olonets,60.9847,32.9698,23.59,98,100,6.04,RU,light snow
657,Itarema,-2.9248,-39.9167,86.94,60,78,18.1,BR,broken clouds
658,Buta,2.7858,24.73,80.89,30,81,1.79,CD,broken clouds
659,Kirov,58.5966,49.6601,27.97,98,100,14.0,RU,snow
660,Abeche,13.8292,20.8324,81.66,16,0,9.8,TD,clear sky
661,Rurrenabaque,-14.4413,-67.5278,81.3,85,96,6.02,BO,overcast clouds
662,Valparaiso,-33.0393,-71.6273,68.0,72,0,8.05,CL,clear sky
663,Ouro+Preto+Do+Oeste,-10.7481,-62.2158,81.55,85,60,3.65,BR,broken clouds
664,Manoel+Urbano,-8.8389,-69.2597,83.5,83,49,3.78,BR,scattered clouds
665,Youkounkoun,12.5333,-13.1333,102.4,7,11,5.37,GN,few clouds
666,Portobelo,9.55,-79.65,82.0,99,38,18.72,PA,scattered clouds
667,Mangaratiba,-22.9597,-44.0406,102.2,27,20,10.36,BR,few clouds
668,Jiwani,25.05,61.7417,70.36,61,0,10.94,PK,clear sky
669,Zapolyarnyy,69.4154,30.8136,24.8,93,75,13.8,RU,light snow
670,Kuhdasht,33.535,47.6061,41.18,67,28,1.14,IR,scattered clouds
671,Verkhniye+Kigi,55.4083,58.6044,19.65,96,94,3.94,RU,overcast clouds
672,Zverinogolovskoye,54.4586,64.8542,18.86,96,100,9.28,RU,overcast clouds
673,Veinticinco+De+Mayo,-35.4323,-60.1727,64.0,63,100,8.01,AR,light rain
674,Maku,39.2911,44.4521,24.48,88,7,8.3,IR,clear sky
675,Point+Pleasant,40.0832,-74.0682,30.99,46,1,10.36,US,clear sky
676,Puerto+Rondon,6.2805,-71.1,91.0,39,4,10.74,CO,clear sky
677,Palmeira,-25.4294,-50.0064,71.26,90,100,4.61,BR,overcast clouds
678,Chalus,36.655,51.4204,50.0,93,75,4.61,IR,broken clouds
679,Lasa,46.6166,10.7002,39.99,80,0,4.61,IT,clear sky
680,La+Tuque,47.4334,-72.7824,3.2,66,34,5.75,CA,scattered clouds
681,Oranjemund,-28.55,16.4333,65.79,78,0,20.09,NA,clear sky
682,Sinjar,36.3209,41.8754,43.79,62,85,2.55,IQ,overcast clouds
683,Rio+Tercero,-32.173,-64.1141,64.99,88,100,3.0,AR,overcast clouds
684,Yukhnov,54.7444,35.2297,22.73,96,100,8.34,RU,overcast clouds
685,Namibe,-15.1961,12.1522,75.81,71,88,12.17,AO,overcast clouds
686,Tobermory,45.2501,-81.6665,21.2,79,98,6.91,CA,overcast clouds
687,Koplik,42.2136,19.4364,48.2,87,20,4.61,AL,few clouds
688,Placido+De+Castro,-10.3353,-67.1856,81.39,89,83,3.18,BR,broken clouds
689,Saint-Francois,46.4154,3.9054,51.8,76,90,5.75,FR,overcast clouds
690,Salvador,13.8333,-88.9167,87.8,45,20,5.75,SV,few clouds
691,Rio+Grande,-32.035,-52.0986,84.2,74,75,11.5,BR,broken clouds
692,Aqtobe,50.2797,57.2072,8.6,92,67,2.24,KZ,broken clouds
693,Malokaterynivka,47.6525,35.2539,42.8,87,75,11.18,UA,broken clouds
694,Ghazipur,25.5833,83.5667,50.02,50,0,5.66,IN,clear sky
695,Kangaatsiaq,68.3065,-53.4641,5.7,90,66,6.31,GL,broken clouds
696,Matagami,49.7502,-77.6328,-2.2,84,90,6.91,CA,light snow
697,San+Pedro+Sula,15.5,-88.0333,80.01,88,75,1.48,HN,broken clouds
698,Ancona,43.55,13.1667,57.99,54,75,2.3,IT,light rain
699,Phalodi,27.1333,72.3667,57.47,26,0,3.42,IN,clear sky
700,Mehamn,71.0357,27.8492,26.04,97,100,22.15,NO,light snow
701,Agen,44.2,0.6333,52.0,71,75,11.5,FR,broken clouds
702,Porto+Velho,-8.7619,-63.9039,86.0,66,75,3.44,BR,broken clouds
703,Kudahuvadhoo,2.6708,72.8944,81.28,76,43,11.97,MV,scattered clouds
704,Alenquer,-1.9417,-54.7383,82.4,78,75,9.22,BR,broken clouds
705,Pryshyb,47.2603,35.3228,42.8,87,75,11.18,UA,broken clouds
706,Xuddur,4.1213,43.8894,78.98,19,0,9.44,SO,clear sky
707,San+Carlos+Del+Zulia,9.0,-71.9135,87.62,52,15,4.79,VE,few clouds
708,Zonguldak,41.25,31.8333,38.21,91,100,5.37,TR,overcast clouds
709,Trussville,33.6198,-86.6089,51.8,40,90,8.05,US,overcast clouds
710,Road+Town,18.4167,-64.6167,75.2,94,40,6.91,VG,scattered clouds
711,Streator,41.1209,-88.8354,34.0,69,90,19.57,US,overcast clouds
712,Aruppukkottai,9.5167,78.1,77.63,75,35,9.64,IN,scattered clouds
713,Abonnema,4.7084,6.7931,93.2,52,46,2.3,NG,scattered clouds
714,Atbasar,51.8,68.3333,17.67,94,100,8.1,KZ,overcast clouds
715,Sept-Iles,50.2001,-66.3821,18.0,52,24,6.91,CA,few clouds
716,Benguela,-12.5763,13.4055,79.34,74,83,7.99,AO,broken clouds
717,Jacareacanga,-6.2222,-57.7528,76.73,87,100,3.04,BR,moderate rain
